ID,X,Y,Z,Description
HAO:0000088,110,70,10,adult abdomen
HAO:0000089,120,70,10,adult tagma
HAO:0000090,130,70,10,adult thorax
HAO:0000091,10,80,10,aedeagus
HAO:0000092,20,80,10,alinotum
HAO:0000093,30,80,10,anal vein
HAO:0000094,40,80,10,anepisternum
HAO:0000095,50,80,10,annellus
HAO:0000096,60,80,10,annulus
HAO:0000097,70,80,10,anteclypeus
HAO:0000098,80,80,10,antecosta
HAO:0000099,90,80,10,antecostal sulcus
HAO:0000100,100,80,10,antemedian mesonotal wing process
HAO:0000101,110,80,10,antenna
HAO:0000102,120,80,10,antenna cleaner
HAO:0000103,130,80,10,antennal rim
HAO:0000104,10,90,10,antennal segment
HAO:0000105,20,90,10,antennal shelf
HAO:0000106,30,90,10,antennal suture
HAO:0000107,40,90,10,antennomere
HAO:0000108,50,90,10,posterior cranio-mandibular muscle
HAO:0000109,60,90,10,frontal carina
HAO:0000110,70,90,10,anterior extension of mesofurca
HAO:0000111,80,90,10,anterior extension of the preaxilla
HAO:0000112,90,90,10,anterior glossal sclerite
HAO:0000113,100,90,10,anterior labral retractor
HAO:0000114,110,90,10,anterior margin of the speculum
HAO:0000115,120,90,10,anterior mesofurco-mesolaterophragmal muscle
HAO:0000116,130,90,10,anterior mesopleural area
HAO:0000117,10,100,10,anterior mesopleural sulcus
HAO:0000118,20,100,10,anterior mesopleuro-mesofurcal muscle
HAO:0000119,30,100,10,anterior mesopleuro-third axillary sclerite of fore wing muscle
HAO:0000120,40,100,10,anterior notal wing process
HAO:0000121,50,100,10,anterior process of the mesofurcal bridge
HAO:0000122,60,100,10,anterior process of the pronotum
HAO:0000123,70,100,10,anterior process of the prosternum
HAO:0000124,80,100,10,anterior profurcal lamella
HAO:0000125,90,100,10,anterior rim of pronotum
HAO:0000126,100,100,10,anterior tentorial pit
HAO:0000127,110,100,10,antero-dorsal incision of mesopleuron
HAO:0000128,120,100,10,anteroadmedian line
HAO:0000129,130,100,10,anterolateral depression of the petiole
HAO:0000130,10,110,10,anterolateral mesoscutal corner
HAO:0000131,20,110,10,anteromedian pronotal ridge
HAO:0000132,30,110,10,anteroventral pronotal inflection
HAO:0000133,40,110,10,antescutal depression
HAO:0000134,50,110,10,apex gonostipitis
HAO:0000135,60,110,10,apex of the calcar
HAO:0000136,70,110,10,apical clavomere ventral pit
HAO:0000137,80,110,10,apical flagellomere
HAO:0000138,90,110,10,apical parossiculal seta
HAO:0000139,100,110,10,apical process of the labrum
HAO:0000140,110,110,10,apical row of spines
HAO:0000141,120,110,10,apiceps
HAO:0000142,130,110,10,apodeme
HAO:0000143,10,120,10,apophysis
HAO:0000144,20,120,10,appendage
HAO:0000145,30,120,10,appendage segment
HAO:0000146,40,120,10,area
HAO:0000147,50,120,10,areolet
HAO:0000148,60,120,10,arolium
HAO:0000149,70,120,10,articular line
HAO:0000150,80,120,10,articular process
HAO:0000151,90,120,10,articulation
HAO:0000152,100,120,10,aulax
HAO:0000153,110,120,10,auxilia
HAO:0000154,120,120,10,auxiliar sclerite
HAO:0000155,130,120,10,axilla
HAO:0000156,10,130,10,axillar carina
HAO:0000157,20,130,10,axillary cord
HAO:0000158,30,130,10,axillary region
HAO:0000159,40,130,10,axillary sclerite
HAO:0000160,50,130,10,axillula
HAO:0000161,60,130,10,axillular carina
HAO:0000162,70,130,10,axillular setae
HAO:0000163,80,130,10,band
HAO:0000164,90,130,10,bar
HAO:0000165,100,130,10,basal bridge
HAO:0000166,110,130,10,basal grooves
HAO:0000167,120,130,10,basal hooklets
HAO:0000168,130,130,10,gonostipes/volsella complex
HAO:0000169,10,10,20,basal transverse carina of third abdominal tergite
HAO:0000170,20,10,20,basal vein
HAO:0000171,30,10,20,basalare
HAO:0000172,40,10,20,basiconic capitate peg sensillum
HAO:0000173,50,10,20,basicosta
HAO:0000174,60,10,20,basicostal suture
HAO:0000175,70,10,20,basicoxite
HAO:0000176,80,10,20,basisternum
HAO:0000177,90,10,20,basitarsal notch
HAO:0000178,100,10,20,basitarsus
HAO:0000179,110,10,20,basiura
HAO:0000180,120,10,20,basivalvula
HAO:0000181,130,10,20,blade
HAO:0000182,10,20,20,body
HAO:0000183,20,20,20,body segment
HAO:0000184,30,20,20,bulla
HAO:0000185,40,20,20,calcar
HAO:0000186,50,20,20,calyx
HAO:0000187,60,20,20,cardo
HAO:0000188,70,20,20,carina
HAO:0000189,80,20,20,cenchrus
HAO:0000191,90,20,20,cercus
HAO:0000192,100,20,20,cervical apodeme
HAO:0000193,110,20,20,cervical prominence
HAO:0000194,120,20,20,cervical pronotal area
HAO:0000195,130,20,20,cervical sclerite
HAO:0000196,10,30,20,cervix
HAO:0000197,20,30,20,chaetobothria
HAO:0000198,30,30,20,chalaza
HAO:0000199,40,30,20,chamber of the metanotum
HAO:0000200,50,30,20,cheek
HAO:0000201,60,30,20,cibarium
HAO:0000202,70,30,20,circumocular ridge
HAO:0000203,80,30,20,clava
HAO:0000204,90,30,20,claval fold
HAO:0000205,100,30,20,claval lobe
HAO:0000206,110,30,20,cleaning brush
HAO:0000207,120,30,20,closed coxal cavity
HAO:0000208,130,30,20,club
HAO:0000209,10,40,20,ventral rim of clypeus
HAO:0000210,20,40,20,clypeal process
HAO:0000211,30,40,20,clypeo-pleurostomal line
HAO:0000212,40,40,20,clypeus
HAO:0000213,50,40,20,coeloconic sensillum
HAO:0000214,60,40,20,colleterial gland
HAO:0000215,70,40,20,protibial comb
HAO:0000216,80,40,20,comb of the spur
HAO:0000217,90,40,20,compound eye
HAO:0000218,100,40,20,condylar carina of the mandible
HAO:0000219,110,40,20,condylar groove
HAO:0000220,120,40,20,condyle
HAO:0000221,130,40,20,conjunctiva
HAO:0000222,10,50,20,corbicula
HAO:0000223,20,50,20,corner
HAO:0000224,30,50,20,coronal suture
HAO:0000225,40,50,20,costa
HAO:0000226,50,50,20,costal cell
HAO:0000227,60,50,20,costal notch
HAO:0000228,70,50,20,coxa
HAO:0000229,80,50,20,coxal foramen
HAO:0000230,90,50,20,coxal corium
HAO:0000231,100,50,20,cranial condyle
HAO:0000232,110,50,20,cranio-antennal muscle
HAO:0000233,120,50,20,cranio-pharyngeal plate muscle
HAO:0000234,130,50,20,cranium
HAO:0000235,10,60,20,crest
HAO:0000236,20,60,20,crossvein
HAO:0000237,30,60,20,cubital vein
HAO:0000238,40,60,20,cupula
HAO:0000239,50,60,20,cuspis
HAO:0000240,60,60,20,cuticle
HAO:0000241,70,60,20,depression
HAO:0000242,80,60,20,dicondylic joint
HAO:0000243,90,60,20,dilator muscle apodeme
HAO:0000244,100,60,20,discrimen
HAO:0000245,110,60,20,discrimenal lamella
HAO:0000246,120,60,20,apical gonostyle/volsella complex-harpal muscle
HAO:0000247,130,60,20,distal gonostipo-parossiculal muscle
HAO:0000248,10,70,20,distal tarsal plantula
HAO:0000249,20,70,20,distivolsellar apodeme
HAO:0000250,30,70,20,distodorsal gonostyle/volsella complex-penisvalval muscle
HAO:0000251,40,70,20,distoventral gonostyle/volsella complex-penisvalval muscle
HAO:0000252,50,70,20,dorsal axillar area
HAO:0000253,60,70,20,dorsal cibarial dilatator muscle
HAO:0000254,70,70,20,dorsal incision of the pronotum
HAO:0000255,80,70,20,dorsal mesofurco-profurcal muscle
HAO:0000256,90,70,20,dorsal mesometapleural carina
HAO:0000257,100,70,20,dorsal mesopleural inflection
HAO:0000258,110,70,20,dorsal mesopostnotal flange
HAO:0000259,120,70,20,dorsal mesopostnotal incision
HAO:0000260,130,70,20,dorsal metafurcal lamella
HAO:0000261,10,80,20,dorsal metapleural area
HAO:0000262,20,80,20,dorsal pharyngeal dilatator
HAO:0000263,30,80,20,dorsal plate
HAO:0000264,40,80,20,dorsal premental adductor
HAO:0000265,50,80,20,dorsal profurcal lamella
HAO:0000266,60,80,20,dorsal profurco-postoccipital muscle
HAO:0000267,70,80,20,dorsal pronotal area
HAO:0000268,80,80,20,dorsal pronotal corner
HAO:0000269,90,80,20,dorsal pronotal inflection
HAO:0000270,100,80,20,dorsal propleural area
HAO:0000271,110,80,20,dorsal propleural ridge
HAO:0000272,120,80,20,dorsal propodeal inflection
HAO:0000273,130,80,20,dorsal rod
HAO:0000274,10,90,20,dorsal premento-salivarial muscle
HAO:0000275,20,90,20,dorsal tentorial arm
HAO:0000276,30,90,20,dorsal tooth of mandible
HAO:0000277,40,90,20,dorso-pleural line
HAO:0000278,50,90,20,dorsolateral cupulo-gonostyle/volsella complex muscle
HAO:0000279,60,90,20,dorsomedial cupulo-gonostyle/volsella complex muscle
HAO:0000280,70,90,20,dorsope
HAO:0000281,80,90,20,dorsum
HAO:0000282,90,90,20,duct
HAO:0000283,100,90,20,ductus ejaculatorius
HAO:0000284,110,90,20,ectophallus
HAO:0000285,120,90,20,edge
HAO:0000286,130,90,20,egg
HAO:0000287,10,100,20,anellus
HAO:0000288,20,100,20,empodium
HAO:0000289,30,100,20,encircling groove
HAO:0000290,40,100,20,endocuticle
HAO:0000291,50,100,20,endophallus
HAO:0000292,60,100,20,epicnemial carina
HAO:0000293,70,100,20,epicnemial pit
HAO:0000294,80,100,20,epicnemium
HAO:0000295,90,100,20,epicoxal lobe
HAO:0000296,100,100,20,epicoxal sulcus
HAO:0000297,110,100,20,epicranial suture
HAO:0000298,120,100,20,epidermis
HAO:0000299,130,100,20,epimeron
HAO:0000300,10,110,20,epipharyngeal wall
HAO:0000301,20,110,20,epipharynx
HAO:0000302,30,110,20,epipygium
HAO:0000303,40,110,20,episternum
HAO:0000304,50,110,20,epistomal declivity
HAO:0000305,60,110,20,epistomal ridge
HAO:0000306,70,110,20,epistomal sulcus
HAO:0000307,80,110,20,epomial carina
HAO:0000308,90,110,20,ergot
HAO:0000309,100,110,20,eusternum
HAO:0000310,110,110,20,evaporatorium
HAO:0000311,120,110,20,exocuticle
HAO:0000312,130,110,20,external male genitalia
HAO:0000313,10,120,20,external paramera
HAO:0000314,20,120,20,premento-palpal muscle
HAO:0000315,30,120,20,exuvia
HAO:0000316,40,120,20,face
HAO:0000317,50,120,20,facial fovea
HAO:0000318,60,120,20,facial orbit
HAO:0000319,70,120,20,facial pit
HAO:0000320,80,120,20,facial sulcus
HAO:0000321,90,120,20,fascia
HAO:0000322,100,120,20,felt field
HAO:0000323,110,120,20,felt line
HAO:0000324,120,120,20,female genitalia
HAO:0000325,130,120,20,femoral depression
HAO:0000326,10,130,20,femoral groove
HAO:0000327,20,130,20,femur
HAO:0000328,30,130,20,fibula ducti
HAO:0000329,40,130,20,first abdominal spiracle
HAO:0000330,50,130,20,first axillary sclerite
HAO:0000331,60,130,20,first median plate
HAO:0000332,70,130,20,first mesopleuro-mesonotal muscle
HAO:0000333,80,130,20,first phragmo-postoccipital muscle
HAO:0000334,90,130,20,first phragmo-propleural muscle
HAO:0000335,100,130,20,first phragmo-second phragmal muscle
HAO:0000336,110,130,20,distal gonostyle/volsella complex-harpal muscle
HAO:0000337,120,130,20,first subdiscal
HAO:0000338,130,130,20,first valvifer
HAO:0000339,10,10,30,first valvula
HAO:0000340,20,10,30,fissure
HAO:0000341,30,10,30,flabellum
HAO:0000342,40,10,30,flagellomere
HAO:0000343,50,10,30,flagellum
HAO:0000344,60,10,30,flange
HAO:0000345,70,10,30,foramen
HAO:0000346,80,10,30,foramen genitale
HAO:0000347,90,10,30,occipital foramen
HAO:0000348,100,10,30,fore coxa
HAO:0000349,110,10,30,fore leg
HAO:0000350,120,10,30,fore tibia
HAO:0000351,130,10,30,fore wing
HAO:0000352,10,20,30,forewing
HAO:0000353,20,20,30,fossa
HAO:0000354,30,20,30,frenal line
HAO:0000355,40,20,30,frenum
HAO:0000356,50,20,30,frontal line
HAO:0000357,60,20,30,frontal orbit
HAO:0000358,70,20,30,frontal patch
HAO:0000359,80,20,30,frontal scrobe
HAO:0000360,90,20,30,frontal suture
HAO:0000361,100,20,30,functional mouth
HAO:0000362,110,20,30,funicle
HAO:0000363,120,20,30,funicle segment
HAO:0000364,130,20,30,furca
HAO:0000365,10,30,30,furcal arm
HAO:0000366,20,30,30,furcal pit
HAO:0000367,30,30,30,furcasternum
HAO:0000368,40,30,30,galea
HAO:0000369,50,30,30,gaster
HAO:0000370,60,30,30,gastrocoelus
HAO:0000371,70,30,30,gena
HAO:0000372,80,30,30,genal bridge
HAO:0000373,90,30,30,genal patch
HAO:0000374,100,30,30,genitalia
HAO:0000375,110,30,30,gland
HAO:0000376,120,30,30,glossa
HAO:0000377,130,30,30,premento-glossal muscle
HAO:0000378,10,40,30,glymma
HAO:0000379,20,40,30,gonad
HAO:0000380,30,40,30,gonocondyle
HAO:0000381,40,40,30,gonoforceps
HAO:0000382,50,40,30,gonomacula
HAO:0000383,60,40,30,gonopod
HAO:0000384,70,40,30,gonossiculo-phallotremal muscle
HAO:0000385,80,40,30,gonossiculus
HAO:0000386,90,40,30,gonostipes
HAO:0000387,100,40,30,gonostipital arm
HAO:0000388,110,40,30,gonostipo-volsellal muscle
HAO:0000389,120,40,30,gonostyle
HAO:0000390,130,40,30,gradulus
HAO:0000391,10,50,30,gula
HAO:0000392,20,50,30,gular ridge
HAO:0000393,30,50,30,gular sulcus
HAO:0000394,40,50,30,hamulus
HAO:0000395,50,50,30,harpe
HAO:0000396,60,50,30,harpo-gonomaculal muscle
HAO:0000397,70,50,30,head
HAO:0000398,80,50,30,head capsule
HAO:0000399,90,50,30,hind leg
HAO:0000400,100,50,30,hind wing
HAO:0000401,110,50,30,hindwing
HAO:0000402,120,50,30,median complex
HAO:0000403,130,50,30,humeral plate
HAO:0000404,10,60,30,humeral sclerite of the metanotum
HAO:0000405,20,60,30,hymenopteran
HAO:0000406,30,60,30,hyperoccipital carina
HAO:0000407,40,60,30,hypoclypeal depression
HAO:0000408,50,60,30,hypopharyngeal rod
HAO:0000409,60,60,30,hypopharynx
HAO:0000410,70,60,30,hypopygium
HAO:0000411,80,60,30,hypostoma
HAO:0000412,90,60,30,hypostomal bridge
HAO:0000413,100,60,30,hypostomal carina
HAO:0000414,110,60,30,hypostomal sulcus
HAO:0000415,120,60,30,hypostomal suture
HAO:0000416,130,60,30,hypostomal tooth
HAO:0000417,10,70,30,impression
HAO:0000418,20,70,30,inflection
HAO:0000419,30,70,30,inner orbit
HAO:0000420,40,70,30,integrated tarsal plantula
HAO:0000421,50,70,30,integument
HAO:0000422,60,70,30,interantennal process
HAO:0000423,70,70,30,interantennal process
HAO:0000424,80,70,30,interantennal prominence
HAO:0000425,90,70,30,interaxillar sulcus
HAO:0000426,100,70,30,intercoxal space
HAO:0000427,110,70,30,internal male genitalia
HAO:0000428,120,70,30,internal metanotal ridge
HAO:0000429,130,70,30,interocellar pit
HAO:0000430,10,80,30,interocellar space
HAO:0000431,20,80,30,interommatidial seta
HAO:0000432,30,80,30,interorbital space
HAO:0000433,40,80,30,interpenisvalval muscle
HAO:0000434,50,80,30,intersegmental membrane
HAO:0000435,60,80,30,intersegmental membrane-mesobasalar muscle
HAO:0000436,70,80,30,intersegmentalia
HAO:0000437,80,80,30,intersternite
HAO:0000438,90,80,30,interstice
HAO:0000439,100,80,30,intertorular carina
HAO:0000440,110,80,30,intervalvula
HAO:0000441,120,80,30,intervolsellal muscle
HAO:0000442,130,80,30,intrinsic muscle of the 9th sternum
HAO:0000443,10,90,30,intrinsic muscle of the gonostipes
HAO:0000444,20,90,30,intrinsic palpal muscle
HAO:0000445,30,90,30,jugal region
HAO:0000446,40,90,30,juxtantennal carina
HAO:0000447,50,90,30,kleisiades
HAO:0000448,60,90,30,labial endite
HAO:0000449,70,90,30,labial gland
HAO:0000450,80,90,30,labial palp
HAO:0000451,90,90,30,labial suture
HAO:0000452,100,90,30,labiomaxillary complex
HAO:0000453,110,90,30,labium
HAO:0000454,120,90,30,labral compressor
HAO:0000455,130,90,30,labral seta
HAO:0000456,10,100,30,labrum
HAO:0000457,20,100,30,lacinial lobe
HAO:0000458,30,100,30,lamella
HAO:0000459,40,100,30,larva
HAO:0000460,50,100,30,larval abdomen
HAO:0000461,60,100,30,larval head
HAO:0000462,70,100,30,larval tagma
HAO:0000463,80,100,30,larval thorax
HAO:0000464,90,100,30,lateral S9-cupulal muscle
HAO:0000465,100,100,30,lateral apodeme
HAO:0000466,110,100,30,lateral area of the mesoscutum
HAO:0000467,120,100,30,lateral articular process
HAO:0000468,130,100,30,lateral axillar area
HAO:0000469,10,110,30,lateral bar of the mesoscutellum
HAO:0000470,20,110,30,lateral basisternal projection
HAO:0000471,30,110,30,lateral carina of abdominal tergite 3
HAO:0000472,40,110,30,lateral gonostyle/volsella complex-penisvalval muscle
HAO:0000473,50,110,30,median gonostyle/volsella complex-volsella muscle
HAO:0000474,60,110,30,lateral margin of mesoscutum
HAO:0000475,70,110,30,lateral mesofurcal arm
HAO:0000476,80,110,30,lateral mesofurco-mesotrochanteral muscle
HAO:0000477,90,110,30,lateral mesoscutellar spine
HAO:0000478,100,110,30,lateral metapleuro-metacoxal muscle
HAO:0000479,110,110,30,lateral neck plate
HAO:0000480,120,110,30,lateral ocellar line
HAO:0000481,130,110,30,lateral ocellus
HAO:0000482,10,120,30,lateral profurco-procoxal muscle
HAO:0000483,20,120,30,lateral pronotal area
HAO:0000484,30,120,30,lateral propleural area
HAO:0000485,40,120,30,lateral propodeal area
HAO:0000486,50,120,30,lateral propodeal carina
HAO:0000487,60,120,30,lateral scutellar keel
HAO:0000488,70,120,30,lateral scutellar pit
HAO:0000489,80,120,30,lateral suspensor of the mouth
HAO:0000490,90,120,30,laterocervico-procoxal muscle
HAO:0000491,100,120,30,laterope
HAO:0000492,110,120,30,laterophragma
HAO:0000493,120,120,30,laterotergite
HAO:0000494,130,120,30,leg
HAO:0000495,10,130,30,leg segment
HAO:0000496,20,130,30,ligula
HAO:0000497,30,130,30,longitudinal carina of the propleuron
HAO:0000498,40,130,30,longitudinal line of the dorsal profurcal lamella
HAO:0000499,50,130,30,longitudinal metacoxal carina
HAO:0000500,60,130,30,longitudinal muscle of the sucking pump
HAO:0000501,70,130,30,longitudinal vein
HAO:0000502,80,130,30,lower face
HAO:0000503,90,130,30,malar line
HAO:0000504,100,130,30,malar sulcus
HAO:0000505,110,130,30,male genitalia
HAO:0000506,120,130,30,mandible
HAO:0000507,130,130,30,mandibular adductor muscle apodeme
HAO:0000508,10,10,40,mandibular condyle
HAO:0000509,20,10,40,mandibular gland
HAO:0000510,30,10,40,margin
HAO:0000511,40,10,40,marginal cilia
HAO:0000512,50,10,40,marginal vein
HAO:0000513,60,10,40,maxilla
HAO:0000514,70,10,40,maxillary gland
HAO:0000515,80,10,40,maxillary palp
HAO:0000516,90,10,40,medial 9th sterno-cupulal muscle
HAO:0000517,100,10,40,gonostyle/volsella complex-gonossiculus muscle
HAO:0000518,110,10,40,medial propodeal furrow
HAO:0000519,120,10,40,medial vein
HAO:0000520,130,10,40,median area of the mesoscutum
HAO:0000521,10,20,40,median mesofurco-mesotrochanteral muscle
HAO:0000522,20,20,40,median mesoscutal line
HAO:0000523,30,20,40,median mesoscutal sulcus
HAO:0000524,40,20,40,median metapleuro-metacoxal muscle
HAO:0000525,50,20,40,median oblique line
HAO:0000526,60,20,40,median ocellus
HAO:0000527,70,20,40,median plate
HAO:0000528,80,20,40,median profurco-procoxal muscle
HAO:0000529,90,20,40,median propodeal carina
HAO:0000530,100,20,40,median propodeal keel
HAO:0000531,110,20,40,median sclerotized style
HAO:0000532,120,20,40,median sulcus of postgenal bridge
HAO:0000533,130,20,40,mediolateral S9-cupulal muscle
HAO:0000534,10,30,40,mentum
HAO:0000535,20,30,40,meron
HAO:0000536,30,30,40,mesepimeral inflection
HAO:0000537,40,30,40,mesepimeral ridge
HAO:0000538,50,30,40,mesepimeral sulcus
HAO:0000539,60,30,40,mesepimeron
HAO:0000540,70,30,40,mesepisternal groove
HAO:0000541,80,30,40,mesepisternum
HAO:0000542,90,30,40,mesobasalare
HAO:0000543,100,30,40,mesocoxal depression
HAO:0000544,110,30,40,mesocoxo-mesosubalar muscle
HAO:0000545,120,30,40,mesodiscrimen
HAO:0000546,130,30,40,mesodiscrimenal lamella
HAO:0000547,10,40,40,mesofurca
HAO:0000548,20,40,40,mesofurcal bridge
HAO:0000549,30,40,40,mesofurcal pit
HAO:0000550,40,40,40,mesofurco-mesocoxal muscle
HAO:0000551,50,40,40,mesofurco-mesolaterophragmal muscle
HAO:0000552,60,40,40,mesofurco-metabasalar muscle
HAO:0000553,70,40,40,mesometapleural sulcus
HAO:0000554,80,40,40,mesometapleural suture
HAO:0000555,90,40,40,mesometapleuron
HAO:0000556,100,40,40,mesonotum
HAO:0000557,110,40,40,mesopectus
HAO:0000558,120,40,40,mesophragma
HAO:0000559,130,40,40,mesopleural carina
HAO:0000560,10,50,40,mesopleural epicoxal sulcus
HAO:0000561,20,50,40,mesopleural pit
HAO:0000562,30,50,40,mesopleural triangle
HAO:0000563,40,50,40,mesopleuro-mesobasalar muscle
HAO:0000564,50,50,40,mesopleuro-mesocoxal muscle
HAO:0000565,60,50,40,mesopleuro-third axillary sclerite of hind wing muscle
HAO:0000566,70,50,40,mesopleuron
HAO:0000567,80,50,40,mesopostnotum
HAO:0000568,90,50,40,mesopostscutellum
HAO:0000569,100,50,40,mesoscutal humeral sulcus
HAO:0000570,110,50,40,mesoscutal suprahumeral sulcus
HAO:0000571,120,50,40,mesoscutellar appendage
HAO:0000572,130,50,40,mesoscutellar-axillar complex
HAO:0000573,10,60,40,mesoscutello-metanotal muscle
HAO:0000574,20,60,40,mesoscutellum
HAO:0000575,30,60,40,mesoscutum
HAO:0000576,40,60,40,mesosoma
HAO:0000577,50,60,40,mesospinasterno-metafurcal muscle
HAO:0000578,60,60,40,mesosterno-mesocoxal muscle
HAO:0000579,70,60,40,mesosterno-procoxal muscle
HAO:0000580,80,60,40,mesosternum
HAO:0000581,90,60,40,mesosubalare
HAO:0000582,100,60,40,anterior thoracic spiracle
HAO:0000583,110,60,40,mesothorax
HAO:0000584,120,60,40,mesotrochantin
HAO:0000585,130,60,40,mesotrochantinal plate
HAO:0000586,10,70,40,metabasalare
HAO:0000587,20,70,40,metacoxa
HAO:0000588,30,70,40,metacoxal depression
HAO:0000589,40,70,40,metacoxo-metasubalar muscle
HAO:0000590,50,70,40,metadiscrimen
HAO:0000591,60,70,40,metadiscrimenal lamella
HAO:0000592,70,70,40,metafurca
HAO:0000593,80,70,40,metafurcal arm
HAO:0000594,90,70,40,metafurcal pit
HAO:0000595,100,70,40,metafurco-mesofurcal
HAO:0000596,110,70,40,metafurco-metacoxal muscle
HAO:0000597,120,70,40,metafurco-metatrochanteral muscle
HAO:0000598,130,70,40,metafurco-second abdominal sternal muscle
HAO:0000599,10,80,40,metanotal spine
HAO:0000600,20,80,40,metanotal trough
HAO:0000601,30,80,40,metanotal-propodeal sulcus
HAO:0000602,40,80,40,metanoto-metatrochanteral muscle
HAO:0000603,50,80,40,metanotum
HAO:0000604,60,80,40,metapectal-propodeal complex
HAO:0000605,70,80,40,metapectus
HAO:0000606,80,80,40,metaphragma
HAO:0000607,90,80,40,metapleural apodeme
HAO:0000608,100,80,40,metapleural arm
HAO:0000609,110,80,40,metapleural carina
HAO:0000610,120,80,40,metapleural epicoxal carina
HAO:0000611,130,80,40,metapleural epicoxal sulcus
HAO:0000612,10,90,40,metapleural pit
HAO:0000613,20,90,40,metapleural ridge
HAO:0000614,30,90,40,metapleural sulcus
HAO:0000615,40,90,40,metapleural triangle
HAO:0000616,50,90,40,metapleuro-metabasalar muscle
HAO:0000617,60,90,40,metapleuro-metanotal muscle
HAO:0000618,70,90,40,metapleuro-metasubalar muscle
HAO:0000619,80,90,40,metapleuro-metatrochanteral muscle
HAO:0000620,90,90,40,metapleuro-third axillary sclerite of hind wing muscle
HAO:0000621,100,90,40,metapleuron
HAO:0000622,110,90,40,metapostnotum
HAO:0000623,120,90,40,metascutellar arm
