X, Y, Z, ID, Description
HAO:0000073,-22.3975,21.66,-74.2975,unilaminar epithelium
HAO:0000074,-21.305,21.66,-73.205,solid compound organ
HAO:0000075,-20.2125,21.66,-72.1125,T9
HAO:0000076,-19.12,21.66,-71.02,abscissa
HAO:0000077,-18.0275,21.66,-69.9275,epithelial cell
HAO:0000078,-16.935,21.66,-68.835,accessory gland
HAO:0000079,-15.8425,21.66,-67.7425,accessory ventral condyle
HAO:0000080,-14.75,21.66,-66.65,acetabular carina
HAO:0000081,-13.6575,21.66,-65.5575,acetabular groove
HAO:0000082,-12.565,21.66,-64.465,acetabulum
HAO:0000083,-11.4725,21.66,-63.3725,acropleural apodeme
HAO:0000084,-10.38,21.66,-62.28,acropleural sulcus
HAO:0000085,-9.2875,21.66,-61.1875,acrosternite
HAO:0000086,-8.195,21.66,-60.095,aculea
HAO:0000087,-7.1025,21.66,-59.0025,adult
HAO:0000088,-6.01,21.66,-57.91,adult abdomen
HAO:0000089,-4.9175,21.66,-56.8175,adult tagma
HAO:0000090,-36.6,20.115,-88.5,adult thorax
HAO:0000091,-35.5075,20.115,-87.4075,aedeagus
HAO:0000092,-34.415,20.115,-86.315,alinotum
HAO:0000093,-33.3225,20.115,-85.2225,anal vein
HAO:0000094,-32.23,20.115,-84.13,anepisternum
HAO:0000095,-31.1375,20.115,-83.0375,annellus
HAO:0000096,-30.045,20.115,-81.945,annulus
HAO:0000097,-28.9525,20.115,-80.8525,anteclypeus
HAO:0000098,-27.86,20.115,-79.76,antecosta
HAO:0000099,-26.7675,20.115,-78.6675,antecostal sulcus
HAO:0000100,-25.675,20.115,-77.575,antemedian mesonotal wing process
HAO:0000101,-24.5825,20.115,-76.4825,antenna
HAO:0000102,-23.49,20.115,-75.39,antenna cleaner
HAO:0000103,-22.3975,20.115,-74.2975,antennal rim
HAO:0000104,-21.305,20.115,-73.205,antennal segment
HAO:0000105,-20.2125,20.115,-72.1125,antennal shelf
HAO:0000106,-19.12,20.115,-71.02,antennal suture
HAO:0000107,-18.0275,20.115,-69.9275,antennomere
HAO:0000108,-16.935,20.115,-68.835,posterior cranio-mandibular muscle
HAO:0000109,-15.8425,20.115,-67.7425,frontal carina
HAO:0000110,-14.75,20.115,-66.65,anterior extension of mesofurca
HAO:0000111,-13.6575,20.115,-65.5575,anterior extension of the preaxilla
HAO:0000112,-12.565,20.115,-64.465,anterior glossal sclerite
HAO:0000113,-11.4725,20.115,-63.3725,anterior labral retractor
HAO:0000114,-10.38,20.115,-62.28,anterior margin of the speculum
HAO:0000115,-9.2875,20.115,-61.1875,anterior mesofurco-mesolaterophragmal muscle
HAO:0000116,-8.195,20.115,-60.095,anterior mesopleural area
HAO:0000117,-7.1025,20.115,-59.0025,anterior mesopleural sulcus
HAO:0000118,-6.01,20.115,-57.91,anterior mesopleuro-mesofurcal muscle
HAO:0000119,-4.9175,20.115,-56.8175,anterior mesopleuro-third axillary sclerite of fore wing muscle
HAO:0000120,-36.6,18.57,-88.5,anterior notal wing process
HAO:0000121,-35.5075,18.57,-87.4075,anterior process of the mesofurcal bridge
HAO:0000122,-34.415,18.57,-86.315,anterior process of the pronotum
HAO:0000123,-33.3225,18.57,-85.2225,anterior process of the prosternum
HAO:0000124,-32.23,18.57,-84.13,anterior profurcal lamella
HAO:0000125,-31.1375,18.57,-83.0375,anterior rim of pronotum
HAO:0000126,-30.045,18.57,-81.945,anterior tentorial pit
HAO:0000127,-28.9525,18.57,-80.8525,antero-dorsal incision of mesopleuron
HAO:0000128,-27.86,18.57,-79.76,anteroadmedian line
HAO:0000129,-26.7675,18.57,-78.6675,anterolateral depression of the petiole
HAO:0000130,-25.675,18.57,-77.575,anterolateral mesoscutal corner
HAO:0000131,-24.5825,18.57,-76.4825,anteromedian pronotal ridge
HAO:0000132,-23.49,18.57,-75.39,anteroventral pronotal inflection
HAO:0000133,-22.3975,18.57,-74.2975,antescutal depression
HAO:0000134,-21.305,18.57,-73.205,apex gonostipitis
HAO:0000135,-20.2125,18.57,-72.1125,apex of the calcar
HAO:0000136,-19.12,18.57,-71.02,apical clavomere ventral pit
HAO:0000137,-18.0275,18.57,-69.9275,apical flagellomere
HAO:0000138,-16.935,18.57,-68.835,apical parossiculal seta
HAO:0000139,-15.8425,18.57,-67.7425,apical process of the labrum
HAO:0000140,-14.75,18.57,-66.65,apical row of spines
HAO:0000141,-13.6575,18.57,-65.5575,apiceps
HAO:0000142,-12.565,18.57,-64.465,apodeme
HAO:0000143,-11.4725,18.57,-63.3725,apophysis
HAO:0000144,-10.38,18.57,-62.28,appendage
HAO:0000145,-9.2875,18.57,-61.1875,appendage segment
HAO:0000146,-8.195,18.57,-60.095,area
HAO:0000147,-7.1025,18.57,-59.0025,areolet
HAO:0000148,-6.01,18.57,-57.91,arolium
HAO:0000149,-4.9175,18.57,-56.8175,articular line
HAO:0000150,-36.6,17.025,-88.5,articular process
HAO:0000151,-35.5075,17.025,-87.4075,articulation
HAO:0000152,-34.415,17.025,-86.315,aulax
HAO:0000153,-33.3225,17.025,-85.2225,auxilia
HAO:0000154,-32.23,17.025,-84.13,auxiliar sclerite
HAO:0000155,-31.1375,17.025,-83.0375,axilla
HAO:0000156,-30.045,17.025,-81.945,axillar carina
HAO:0000157,-28.9525,17.025,-80.8525,axillary cord
HAO:0000158,-27.86,17.025,-79.76,axillary region
HAO:0000159,-26.7675,17.025,-78.6675,axillary sclerite
HAO:0000160,-25.675,17.025,-77.575,axillula
HAO:0000161,-24.5825,17.025,-76.4825,axillular carina
HAO:0000162,-23.49,17.025,-75.39,axillular setae
HAO:0000163,-22.3975,17.025,-74.2975,band
HAO:0000164,-21.305,17.025,-73.205,bar
HAO:0000165,-20.2125,17.025,-72.1125,basal bridge
HAO:0000166,-19.12,17.025,-71.02,basal grooves
HAO:0000167,-18.0275,17.025,-69.9275,basal hooklets
HAO:0000168,-16.935,17.025,-68.835,gonostipes/volsella complex
HAO:0000169,-15.8425,17.025,-67.7425,basal transverse carina of third abdominal tergite
HAO:0000170,-14.75,17.025,-66.65,basal vein
HAO:0000171,-13.6575,17.025,-65.5575,basalare
HAO:0000172,-12.565,17.025,-64.465,basiconic capitate peg sensillum
HAO:0000173,-11.4725,17.025,-63.3725,basicosta
HAO:0000174,-10.38,17.025,-62.28,basicostal suture
HAO:0000175,-9.2875,17.025,-61.1875,basicoxite
HAO:0000176,-8.195,17.025,-60.095,basisternum
HAO:0000177,-7.1025,17.025,-59.0025,basitarsal notch
HAO:0000178,-6.01,17.025,-57.91,basitarsus
HAO:0000179,-4.9175,17.025,-56.8175,basiura
HAO:0000180,-36.6,15.48,-88.5,basivalvula
HAO:0000181,-35.5075,15.48,-87.4075,blade
HAO:0000182,-34.415,15.48,-86.315,body
HAO:0000183,-33.3225,15.48,-85.2225,body segment
HAO:0000184,-32.23,15.48,-84.13,bulla
HAO:0000185,-31.1375,15.48,-83.0375,calcar
HAO:0000186,-30.045,15.48,-81.945,calyx
HAO:0000187,-28.9525,15.48,-80.8525,cardo
HAO:0000188,-27.86,15.48,-79.76,carina
HAO:0000189,-26.7675,15.48,-78.6675,cenchrus
HAO:0000191,-25.675,15.48,-77.575,cercus
HAO:0000192,-24.5825,15.48,-76.4825,cervical apodeme
HAO:0000193,-23.49,15.48,-75.39,cervical prominence
HAO:0000194,-22.3975,15.48,-74.2975,cervical pronotal area
HAO:0000195,-21.305,15.48,-73.205,cervical sclerite
HAO:0000196,-20.2125,15.48,-72.1125,cervix
HAO:0000197,-19.12,15.48,-71.02,chaetobothria
HAO:0000198,-18.0275,15.48,-69.9275,chalaza
HAO:0000199,-16.935,15.48,-68.835,chamber of the metanotum
HAO:0000200,-15.8425,15.48,-67.7425,cheek
HAO:0000201,-14.75,15.48,-66.65,cibarium
HAO:0000202,-13.6575,15.48,-65.5575,circumocular ridge
HAO:0000203,-12.565,15.48,-64.465,clava
HAO:0000204,-11.4725,15.48,-63.3725,claval fold
HAO:0000205,-10.38,15.48,-62.28,claval lobe
HAO:0000206,-9.2875,15.48,-61.1875,cleaning brush
HAO:0000207,-8.195,15.48,-60.095,closed coxal cavity
HAO:0000208,-7.1025,15.48,-59.0025,club
HAO:0000209,-6.01,15.48,-57.91,ventral rim of clypeus
HAO:0000210,-4.9175,15.48,-56.8175,clypeal process
HAO:0000211,-36.6,13.935,-88.5,clypeo-pleurostomal line
HAO:0000212,-35.5075,13.935,-87.4075,clypeus
HAO:0000213,-34.415,13.935,-86.315,coeloconic sensillum
HAO:0000214,-33.3225,13.935,-85.2225,colleterial gland
HAO:0000215,-32.23,13.935,-84.13,protibial comb
HAO:0000216,-31.1375,13.935,-83.0375,comb of the spur
HAO:0000217,-30.045,13.935,-81.945,compound eye
HAO:0000218,-28.9525,13.935,-80.8525,condylar carina of the mandible
HAO:0000219,-27.86,13.935,-79.76,condylar groove
HAO:0000220,-26.7675,13.935,-78.6675,condyle
HAO:0000221,-25.675,13.935,-77.575,conjunctiva
HAO:0000222,-24.5825,13.935,-76.4825,corbicula
HAO:0000223,-23.49,13.935,-75.39,corner
HAO:0000224,-22.3975,13.935,-74.2975,coronal suture
HAO:0000225,-21.305,13.935,-73.205,costa
HAO:0000226,-20.2125,13.935,-72.1125,costal cell
HAO:0000227,-19.12,13.935,-71.02,costal notch
HAO:0000228,-18.0275,13.935,-69.9275,coxa
HAO:0000229,-16.935,13.935,-68.835,coxal foramen
HAO:0000230,-15.8425,13.935,-67.7425,coxal corium
HAO:0000231,-14.75,13.935,-66.65,cranial condyle
HAO:0000232,-13.6575,13.935,-65.5575,cranio-antennal muscle
HAO:0000233,-12.565,13.935,-64.465,cranio-pharyngeal plate muscle
HAO:0000234,-11.4725,13.935,-63.3725,cranium
HAO:0000235,-10.38,13.935,-62.28,crest
HAO:0000236,-9.2875,13.935,-61.1875,crossvein
HAO:0000237,-8.195,13.935,-60.095,cubital vein
HAO:0000238,-7.1025,13.935,-59.0025,cupula
HAO:0000239,-6.01,13.935,-57.91,cuspis
HAO:0000240,-4.9175,13.935,-56.8175,cuticle
HAO:0000241,-36.6,12.39,-88.5,depression
HAO:0000242,-35.5075,12.39,-87.4075,dicondylic joint
HAO:0000243,-34.415,12.39,-86.315,dilator muscle apodeme
HAO:0000244,-33.3225,12.39,-85.2225,discrimen
HAO:0000245,-32.23,12.39,-84.13,discrimenal lamella
HAO:0000246,-31.1375,12.39,-83.0375,apical gonostyle/volsella complex-harpal muscle
HAO:0000247,-30.045,12.39,-81.945,distal gonostipo-parossiculal muscle
HAO:0000248,-28.9525,12.39,-80.8525,distal tarsal plantula
HAO:0000249,-27.86,12.39,-79.76,distivolsellar apodeme
HAO:0000250,-26.7675,12.39,-78.6675,distodorsal gonostyle/volsella complex-penisvalval muscle
HAO:0000251,-25.675,12.39,-77.575,distoventral gonostyle/volsella complex-penisvalval muscle
HAO:0000252,-24.5825,12.39,-76.4825,dorsal axillar area
HAO:0000253,-23.49,12.39,-75.39,dorsal cibarial dilatator muscle
HAO:0000254,-22.3975,12.39,-74.2975,dorsal incision of the pronotum
HAO:0000255,-21.305,12.39,-73.205,dorsal mesofurco-profurcal muscle
HAO:0000256,-20.2125,12.39,-72.1125,dorsal mesometapleural carina
HAO:0000257,-19.12,12.39,-71.02,dorsal mesopleural inflection
HAO:0000258,-18.0275,12.39,-69.9275,dorsal mesopostnotal flange
HAO:0000259,-16.935,12.39,-68.835,dorsal mesopostnotal incision
HAO:0000260,-15.8425,12.39,-67.7425,dorsal metafurcal lamella
HAO:0000261,-14.75,12.39,-66.65,dorsal metapleural area
HAO:0000262,-13.6575,12.39,-65.5575,dorsal pharyngeal dilatator
HAO:0000263,-12.565,12.39,-64.465,dorsal plate
HAO:0000264,-11.4725,12.39,-63.3725,dorsal premental adductor
HAO:0000265,-10.38,12.39,-62.28,dorsal profurcal lamella
HAO:0000266,-9.2875,12.39,-61.1875,dorsal profurco-postoccipital muscle
HAO:0000267,-8.195,12.39,-60.095,dorsal pronotal area
HAO:0000268,-7.1025,12.39,-59.0025,dorsal pronotal corner
HAO:0000269,-6.01,12.39,-57.91,dorsal pronotal inflection
HAO:0000270,-4.9175,12.39,-56.8175,dorsal propleural area
HAO:0000271,-36.6,10.845,-88.5,dorsal propleural ridge
HAO:0000272,-35.5075,10.845,-87.4075,dorsal propodeal inflection
HAO:0000273,-34.415,10.845,-86.315,dorsal rod
HAO:0000274,-33.3225,10.845,-85.2225,dorsal premento-salivarial muscle
HAO:0000275,-32.23,10.845,-84.13,dorsal tentorial arm
HAO:0000276,-31.1375,10.845,-83.0375,dorsal tooth of mandible
HAO:0000277,-30.045,10.845,-81.945,dorso-pleural line
HAO:0000278,-28.9525,10.845,-80.8525,dorsolateral cupulo-gonostyle/volsella complex muscle
HAO:0000279,-27.86,10.845,-79.76,dorsomedial cupulo-gonostyle/volsella complex muscle
HAO:0000280,-26.7675,10.845,-78.6675,dorsope
HAO:0000281,-25.675,10.845,-77.575,dorsum
HAO:0000282,-24.5825,10.845,-76.4825,duct
HAO:0000283,-23.49,10.845,-75.39,ductus ejaculatorius
HAO:0000284,-22.3975,10.845,-74.2975,ectophallus
HAO:0000285,-21.305,10.845,-73.205,edge
HAO:0000286,-20.2125,10.845,-72.1125,egg
HAO:0000287,-19.12,10.845,-71.02,anellus
HAO:0000288,-18.0275,10.845,-69.9275,empodium
HAO:0000289,-16.935,10.845,-68.835,encircling groove
HAO:0000290,-15.8425,10.845,-67.7425,endocuticle
HAO:0000291,-14.75,10.845,-66.65,endophallus
HAO:0000292,-13.6575,10.845,-65.5575,epicnemial carina
HAO:0000293,-12.565,10.845,-64.465,epicnemial pit
HAO:0000294,-11.4725,10.845,-63.3725,epicnemium
HAO:0000295,-10.38,10.845,-62.28,epicoxal lobe
HAO:0000296,-9.2875,10.845,-61.1875,epicoxal sulcus
HAO:0000297,-8.195,10.845,-60.095,epicranial suture
HAO:0000298,-7.1025,10.845,-59.0025,epidermis
HAO:0000299,-6.01,10.845,-57.91,epimeron
HAO:0000300,-4.9175,10.845,-56.8175,epipharyngeal wall
HAO:0000301,-36.6,9.3,-88.5,epipharynx
HAO:0000302,-35.5075,9.3,-87.4075,epipygium
HAO:0000303,-34.415,9.3,-86.315,episternum
HAO:0000304,-33.3225,9.3,-85.2225,epistomal declivity
HAO:0000305,-32.23,9.3,-84.13,epistomal ridge
HAO:0000306,-31.1375,9.3,-83.0375,epistomal sulcus
HAO:0000307,-30.045,9.3,-81.945,epomial carina
HAO:0000308,-28.9525,9.3,-80.8525,ergot
HAO:0000309,-27.86,9.3,-79.76,eusternum
HAO:0000310,-26.7675,9.3,-78.6675,evaporatorium
HAO:0000311,-25.675,9.3,-77.575,exocuticle
HAO:0000312,-24.5825,9.3,-76.4825,external male genitalia
HAO:0000313,-23.49,9.3,-75.39,external paramera
HAO:0000314,-22.3975,9.3,-74.2975,premento-palpal muscle
HAO:0000315,-21.305,9.3,-73.205,exuvia
HAO:0000316,-20.2125,9.3,-72.1125,face
HAO:0000317,-19.12,9.3,-71.02,facial fovea
HAO:0000318,-18.0275,9.3,-69.9275,facial orbit
HAO:0000319,-16.935,9.3,-68.835,facial pit
HAO:0000320,-15.8425,9.3,-67.7425,facial sulcus
HAO:0000321,-14.75,9.3,-66.65,fascia
HAO:0000322,-13.6575,9.3,-65.5575,felt field
HAO:0000323,-12.565,9.3,-64.465,felt line
HAO:0000324,-11.4725,9.3,-63.3725,female genitalia
HAO:0000325,-10.38,9.3,-62.28,femoral depression
HAO:0000326,-9.2875,9.3,-61.1875,femoral groove
HAO:0000327,-8.195,9.3,-60.095,femur
HAO:0000328,-7.1025,9.3,-59.0025,fibula ducti
HAO:0000329,-6.01,9.3,-57.91,first abdominal spiracle
HAO:0000330,-4.9175,9.3,-56.8175,first axillary sclerite
HAO:0000331,-36.6,7.755,-88.5,first median plate
HAO:0000332,-35.5075,7.755,-87.4075,first mesopleuro-mesonotal muscle
HAO:0000333,-34.415,7.755,-86.315,first phragmo-postoccipital muscle
HAO:0000334,-33.3225,7.755,-85.2225,first phragmo-propleural muscle
HAO:0000335,-32.23,7.755,-84.13,first phragmo-second phragmal muscle
HAO:0000336,-31.1375,7.755,-83.0375,distal gonostyle/volsella complex-harpal muscle
HAO:0000337,-30.045,7.755,-81.945,first subdiscal
HAO:0000338,-28.9525,7.755,-80.8525,first valvifer
HAO:0000339,-27.86,7.755,-79.76,first valvula
HAO:0000340,-26.7675,7.755,-78.6675,fissure
HAO:0000341,-25.675,7.755,-77.575,flabellum
HAO:0000342,-24.5825,7.755,-76.4825,flagellomere
HAO:0000343,-23.49,7.755,-75.39,flagellum
HAO:0000344,-22.3975,7.755,-74.2975,flange
HAO:0000345,-21.305,7.755,-73.205,foramen
HAO:0000346,-20.2125,7.755,-72.1125,foramen genitale
HAO:0000347,-19.12,7.755,-71.02,occipital foramen
HAO:0000348,-18.0275,7.755,-69.9275,fore coxa
HAO:0000349,-16.935,7.755,-68.835,fore leg
HAO:0000350,-15.8425,7.755,-67.7425,fore tibia
HAO:0000351,-14.75,7.755,-66.65,fore wing
HAO:0000352,-13.6575,7.755,-65.5575,forewing
HAO:0000353,-12.565,7.755,-64.465,fossa
HAO:0000354,-11.4725,7.755,-63.3725,frenal line
HAO:0000355,-10.38,7.755,-62.28,frenum
HAO:0000356,-9.2875,7.755,-61.1875,frontal line
HAO:0000357,-8.195,7.755,-60.095,frontal orbit
HAO:0000358,-7.1025,7.755,-59.0025,frontal patch
HAO:0000359,-6.01,7.755,-57.91,frontal scrobe
HAO:0000360,-4.9175,7.755,-56.8175,frontal suture
HAO:0000361,-36.6,6.21,-88.5,functional mouth
HAO:0000362,-35.5075,6.21,-87.4075,funicle
HAO:0000363,-34.415,6.21,-86.315,funicle segment
HAO:0000364,-33.3225,6.21,-85.2225,furca
HAO:0000365,-32.23,6.21,-84.13,furcal arm
HAO:0000366,-31.1375,6.21,-83.0375,furcal pit
HAO:0000367,-30.045,6.21,-81.945,furcasternum
HAO:0000368,-28.9525,6.21,-80.8525,galea
HAO:0000369,-27.86,6.21,-79.76,gaster
HAO:0000370,-26.7675,6.21,-78.6675,gastrocoelus
HAO:0000371,-25.675,6.21,-77.575,gena
HAO:0000372,-24.5825,6.21,-76.4825,genal bridge
HAO:0000373,-23.49,6.21,-75.39,genal patch
HAO:0000374,-22.3975,6.21,-74.2975,genitalia
HAO:0000375,-21.305,6.21,-73.205,gland
HAO:0000376,-20.2125,6.21,-72.1125,glossa
HAO:0000377,-19.12,6.21,-71.02,premento-glossal muscle
HAO:0000378,-18.0275,6.21,-69.9275,glymma
HAO:0000379,-16.935,6.21,-68.835,gonad
HAO:0000380,-15.8425,6.21,-67.7425,gonocondyle
HAO:0000381,-14.75,6.21,-66.65,gonoforceps
HAO:0000382,-13.6575,6.21,-65.5575,gonomacula
HAO:0000383,-12.565,6.21,-64.465,gonopod
HAO:0000384,-11.4725,6.21,-63.3725,gonossiculo-phallotremal muscle
HAO:0000385,-10.38,6.21,-62.28,gonossiculus
HAO:0000386,-9.2875,6.21,-61.1875,gonostipes
HAO:0000387,-8.195,6.21,-60.095,gonostipital arm
HAO:0000388,-7.1025,6.21,-59.0025,gonostipo-volsellal muscle
HAO:0000389,-6.01,6.21,-57.91,gonostyle
HAO:0000390,-4.9175,6.21,-56.8175,gradulus
HAO:0000391,-36.6,4.665,-88.5,gula
HAO:0000392,-35.5075,4.665,-87.4075,gular ridge
HAO:0000393,-34.415,4.665,-86.315,gular sulcus
HAO:0000394,-33.3225,4.665,-85.2225,hamulus
HAO:0000395,-32.23,4.665,-84.13,harpe
HAO:0000396,-31.1375,4.665,-83.0375,harpo-gonomaculal muscle
HAO:0000397,-30.045,4.665,-81.945,head
HAO:0000398,-28.9525,4.665,-80.8525,head capsule
HAO:0000399,-27.86,4.665,-79.76,hind leg
HAO:0000400,-26.7675,4.665,-78.6675,hind wing
HAO:0000401,-25.675,4.665,-77.575,hindwing
HAO:0000402,-24.5825,4.665,-76.4825,median complex
HAO:0000403,-23.49,4.665,-75.39,humeral plate
HAO:0000404,-22.3975,4.665,-74.2975,humeral sclerite of the metanotum
HAO:0000405,-21.305,4.665,-73.205,hymenopteran
HAO:0000406,-20.2125,4.665,-72.1125,hyperoccipital carina
HAO:0000407,-19.12,4.665,-71.02,hypoclypeal depression
HAO:0000408,-18.0275,4.665,-69.9275,hypopharyngeal rod
HAO:0000409,-16.935,4.665,-68.835,hypopharynx
HAO:0000410,-15.8425,4.665,-67.7425,hypopygium
HAO:0000411,-14.75,4.665,-66.65,hypostoma
HAO:0000412,-13.6575,4.665,-65.5575,hypostomal bridge
HAO:0000413,-12.565,4.665,-64.465,hypostomal carina
HAO:0000414,-11.4725,4.665,-63.3725,hypostomal sulcus
HAO:0000415,-10.38,4.665,-62.28,hypostomal suture
HAO:0000416,-9.2875,4.665,-61.1875,hypostomal tooth
HAO:0000417,-8.195,4.665,-60.095,impression
HAO:0000418,-7.1025,4.665,-59.0025,inflection
HAO:0000419,-6.01,4.665,-57.91,inner orbit
HAO:0000420,-4.9175,4.665,-56.8175,integrated tarsal plantula
HAO:0000421,-36.6,3.12,-88.5,integument
HAO:0000422,-35.5075,3.12,-87.4075,interantennal process
HAO:0000423,-34.415,3.12,-86.315,interantennal process
HAO:0000424,-33.3225,3.12,-85.2225,interantennal prominence
HAO:0000425,-32.23,3.12,-84.13,interaxillar sulcus
HAO:0000426,-31.1375,3.12,-83.0375,intercoxal space
HAO:0000427,-30.045,3.12,-81.945,internal male genitalia
HAO:0000428,-28.9525,3.12,-80.8525,internal metanotal ridge
HAO:0000429,-27.86,3.12,-79.76,interocellar pit
HAO:0000430,-26.7675,3.12,-78.6675,interocellar space
HAO:0000431,-25.675,3.12,-77.575,interommatidial seta
HAO:0000432,-24.5825,3.12,-76.4825,interorbital space
HAO:0000433,-23.49,3.12,-75.39,interpenisvalval muscle
HAO:0000434,-22.3975,3.12,-74.2975,intersegmental membrane
HAO:0000435,-21.305,3.12,-73.205,intersegmental membrane-mesobasalar muscle
HAO:0000436,-20.2125,3.12,-72.1125,intersegmentalia
HAO:0000437,-19.12,3.12,-71.02,intersternite
HAO:0000438,-18.0275,3.12,-69.9275,interstice
HAO:0000439,-16.935,3.12,-68.835,intertorular carina
HAO:0000440,-15.8425,3.12,-67.7425,intervalvula
HAO:0000441,-14.75,3.12,-66.65,intervolsellal muscle
HAO:0000442,-13.6575,3.12,-65.5575,intrinsic muscle of the 9th sternum
HAO:0000443,-12.565,3.12,-64.465,intrinsic muscle of the gonostipes
HAO:0000444,-11.4725,3.12,-63.3725,intrinsic palpal muscle
HAO:0000445,-10.38,3.12,-62.28,jugal region
HAO:0000446,-9.2875,3.12,-61.1875,juxtantennal carina
HAO:0000447,-8.195,3.12,-60.095,kleisiades
HAO:0000448,-7.1025,3.12,-59.0025,labial endite
HAO:0000449,-6.01,3.12,-57.91,labial gland
HAO:0000450,-4.9175,3.12,-56.8175,labial palp
HAO:0000451,-36.6,24.75,-88.5,labial suture
HAO:0000452,-35.5075,24.75,-87.4075,labiomaxillary complex
HAO:0000453,-34.415,24.75,-86.315,labium
HAO:0000454,-33.3225,24.75,-85.2225,labral compressor
