40	50	10	HAO:0000055	multi-tissue structure
50	50	10	HAO:0000056	abdominal tergum 3
60	50	10	HAO:0000057	abdominal tergum 4
70	50	10	HAO:0000058	abdominal tergum 5
80	50	10	HAO:0000059	abdominal tergum 6
90	50	10	HAO:0000060	abdominal tergum 7
100	50	10	HAO:0000061	abdominal tergum 8
110	50	10	HAO:0000062	cell space
120	50	10	HAO:0000063	portion of cell substance
130	50	10	HAO:0000064	single cell organism
10	60	10	HAO:0000065	basal lamina
20	60	10	HAO:0000066	epithelium
30	60	10	HAO:0000067	simple cuboidal epithelium
40	60	10	HAO:0000068	simple columnar epithelium
50	60	10	HAO:0000069	multilaminar epithelium
60	60	10	HAO:0000070	simple squamous epithelium
70	60	10	HAO:0000071	atypical epithelium
80	60	10	HAO:0000072	cavitated compound organ
90	60	10	HAO:0000073	unilaminar epithelium
100	60	10	HAO:0000074	solid compound organ
110	60	10	HAO:0000075	T9
120	60	10	HAO:0000076	abscissa
130	60	10	HAO:0000077	epithelial cell
10	70	10	HAO:0000078	accessory gland
20	70	10	HAO:0000079	accessory ventral condyle
30	70	10	HAO:0000080	acetabular carina
40	70	10	HAO:0000081	acetabular groove
50	70	10	HAO:0000082	acetabulum
60	70	10	HAO:0000083	acropleural apodeme
70	70	10	HAO:0000084	acropleural sulcus
80	70	10	HAO:0000085	acrosternite
90	70	10	HAO:0000086	aculea
100	70	10	HAO:0000087	adult
110	70	10	HAO:0000088	adult abdomen
120	70	10	HAO:0000089	adult tagma
130	70	10	HAO:0000090	adult thorax
10	80	10	HAO:0000091	aedeagus
20	80	10	HAO:0000092	alinotum
30	80	10	HAO:0000093	anal vein
40	80	10	HAO:0000094	anepisternum
50	80	10	HAO:0000095	annellus
60	80	10	HAO:0000096	annulus
70	80	10	HAO:0000097	anteclypeus
80	80	10	HAO:0000098	antecosta
90	80	10	HAO:0000099	antecostal sulcus
100	80	10	HAO:0000100	antemedian mesonotal wing process
110	80	10	HAO:0000101	antenna
120	80	10	HAO:0000102	antenna cleaner
130	80	10	HAO:0000103	antennal rim
10	90	10	HAO:0000104	antennal segment
20	90	10	HAO:0000105	antennal shelf
30	90	10	HAO:0000106	antennal suture
40	90	10	HAO:0000107	antennomere
50	90	10	HAO:0000108	posterior cranio-mandibular muscle
60	90	10	HAO:0000109	frontal carina
70	90	10	HAO:0000110	anterior extension of mesofurca
80	90	10	HAO:0000111	anterior extension of the preaxilla
90	90	10	HAO:0000112	anterior glossal sclerite
100	90	10	HAO:0000113	anterior labral retractor
110	90	10	HAO:0000114	anterior margin of the speculum
120	90	10	HAO:0000115	anterior mesofurco-mesolaterophragmal muscle
130	90	10	HAO:0000116	anterior mesopleural area
10	100	10	HAO:0000117	anterior mesopleural sulcus
20	100	10	HAO:0000118	anterior mesopleuro-mesofurcal muscle
30	100	10	HAO:0000119	anterior mesopleuro-third axillary sclerite of fore wing muscle
40	100	10	HAO:0000120	anterior notal wing process
50	100	10	HAO:0000121	anterior process of the mesofurcal bridge
60	100	10	HAO:0000122	anterior process of the pronotum
70	100	10	HAO:0000123	anterior process of the prosternum
80	100	10	HAO:0000124	anterior profurcal lamella
90	100	10	HAO:0000125	anterior rim of pronotum
100	100	10	HAO:0000126	anterior tentorial pit
110	100	10	HAO:0000127	antero-dorsal incision of mesopleuron
120	100	10	HAO:0000128	anteroadmedian line
130	100	10	HAO:0000129	anterolateral depression of the petiole
10	110	10	HAO:0000130	anterolateral mesoscutal corner
20	110	10	HAO:0000131	anteromedian pronotal ridge
30	110	10	HAO:0000132	anteroventral pronotal inflection
40	110	10	HAO:0000133	antescutal depression
50	110	10	HAO:0000134	apex gonostipitis
60	110	10	HAO:0000135	apex of the calcar
70	110	10	HAO:0000136	apical clavomere ventral pit
80	110	10	HAO:0000137	apical flagellomere
90	110	10	HAO:0000138	apical parossiculal seta
100	110	10	HAO:0000139	apical process of the labrum
110	110	10	HAO:0000140	apical row of spines
120	110	10	HAO:0000141	apiceps
130	110	10	HAO:0000142	apodeme
10	120	10	HAO:0000143	apophysis
20	120	10	HAO:0000144	appendage
30	120	10	HAO:0000145	appendage segment
40	120	10	HAO:0000146	area
50	120	10	HAO:0000147	areolet
60	120	10	HAO:0000148	arolium
70	120	10	HAO:0000149	articular line
80	120	10	HAO:0000150	articular process
90	120	10	HAO:0000151	articulation
100	120	10	HAO:0000152	aulax
110	120	10	HAO:0000153	auxilia
120	120	10	HAO:0000154	auxiliar sclerite
130	120	10	HAO:0000155	axilla
10	130	10	HAO:0000156	axillar carina
20	130	10	HAO:0000157	axillary cord
30	130	10	HAO:0000158	axillary region
40	130	10	HAO:0000159	axillary sclerite
50	130	10	HAO:0000160	axillula
60	130	10	HAO:0000161	axillular carina
70	130	10	HAO:0000162	axillular setae
80	130	10	HAO:0000163	band
90	130	10	HAO:0000164	bar
100	130	10	HAO:0000165	basal bridge
110	130	10	HAO:0000166	basal grooves
120	130	10	HAO:0000167	basal hooklets
130	130	10	HAO:0000168	gonostipes/volsella complex
10	10	20	HAO:0000169	basal transverse carina of third abdominal tergite
20	10	20	HAO:0000170	basal vein
30	10	20	HAO:0000171	basalare
40	10	20	HAO:0000172	basiconic capitate peg sensillum
50	10	20	HAO:0000173	basicosta
60	10	20	HAO:0000174	basicostal suture
70	10	20	HAO:0000175	basicoxite
80	10	20	HAO:0000176	basisternum
90	10	20	HAO:0000177	basitarsal notch
100	10	20	HAO:0000178	basitarsus
110	10	20	HAO:0000179	basiura
120	10	20	HAO:0000180	basivalvula
130	10	20	HAO:0000181	blade
10	20	20	HAO:0000182	body
20	20	20	HAO:0000183	body segment
30	20	20	HAO:0000184	bulla
40	20	20	HAO:0000185	calcar
50	20	20	HAO:0000186	calyx
60	20	20	HAO:0000187	cardo
70	20	20	HAO:0000188	carina
80	20	20	HAO:0000189	cenchrus
90	20	20	HAO:0000191	cercus
100	20	20	HAO:0000192	cervical apodeme
110	20	20	HAO:0000193	cervical prominence
120	20	20	HAO:0000194	cervical pronotal area
130	20	20	HAO:0000195	cervical sclerite
10	30	20	HAO:0000196	cervix
20	30	20	HAO:0000197	chaetobothria
30	30	20	HAO:0000198	chalaza
40	30	20	HAO:0000199	chamber of the metanotum
50	30	20	HAO:0000200	cheek
60	30	20	HAO:0000201	cibarium
70	30	20	HAO:0000202	circumocular ridge
80	30	20	HAO:0000203	clava
90	30	20	HAO:0000204	claval fold
100	30	20	HAO:0000205	claval lobe
110	30	20	HAO:0000206	cleaning brush
120	30	20	HAO:0000207	closed coxal cavity
130	30	20	HAO:0000208	club
10	40	20	HAO:0000209	ventral rim of clypeus
20	40	20	HAO:0000210	clypeal process
30	40	20	HAO:0000211	clypeo-pleurostomal line
40	40	20	HAO:0000212	clypeus
50	40	20	HAO:0000213	coeloconic sensillum
60	40	20	HAO:0000214	colleterial gland
70	40	20	HAO:0000215	protibial comb
80	40	20	HAO:0000216	comb of the spur
90	40	20	HAO:0000217	compound eye
100	40	20	HAO:0000218	condylar carina of the mandible
110	40	20	HAO:0000219	condylar groove
120	40	20	HAO:0000220	condyle
130	40	20	HAO:0000221	conjunctiva
10	50	20	HAO:0000222	corbicula
20	50	20	HAO:0000223	corner
30	50	20	HAO:0000224	coronal suture
40	50	20	HAO:0000225	costa
50	50	20	HAO:0000226	costal cell
60	50	20	HAO:0000227	costal notch
70	50	20	HAO:0000228	coxa
80	50	20	HAO:0000229	coxal foramen
90	50	20	HAO:0000230	coxal corium
100	50	20	HAO:0000231	cranial condyle
110	50	20	HAO:0000232	cranio-antennal muscle
120	50	20	HAO:0000233	cranio-pharyngeal plate muscle
130	50	20	HAO:0000234	cranium
10	60	20	HAO:0000235	crest
20	60	20	HAO:0000236	crossvein
30	60	20	HAO:0000237	cubital vein
40	60	20	HAO:0000238	cupula
50	60	20	HAO:0000239	cuspis
60	60	20	HAO:0000240	cuticle
70	60	20	HAO:0000241	depression
80	60	20	HAO:0000242	dicondylic joint
90	60	20	HAO:0000243	dilator muscle apodeme
100	60	20	HAO:0000244	discrimen
110	60	20	HAO:0000245	discrimenal lamella
120	60	20	HAO:0000246	apical gonostyle/volsella complex-harpal muscle
130	60	20	HAO:0000247	distal gonostipo-parossiculal muscle
10	70	20	HAO:0000248	distal tarsal plantula
20	70	20	HAO:0000249	distivolsellar apodeme
30	70	20	HAO:0000250	distodorsal gonostyle/volsella complex-penisvalval muscle
40	70	20	HAO:0000251	distoventral gonostyle/volsella complex-penisvalval muscle
50	70	20	HAO:0000252	dorsal axillar area
60	70	20	HAO:0000253	dorsal cibarial dilatator muscle
70	70	20	HAO:0000254	dorsal incision of the pronotum
80	70	20	HAO:0000255	dorsal mesofurco-profurcal muscle
90	70	20	HAO:0000256	dorsal mesometapleural carina
100	70	20	HAO:0000257	dorsal mesopleural inflection
110	70	20	HAO:0000258	dorsal mesopostnotal flange
120	70	20	HAO:0000259	dorsal mesopostnotal incision
130	70	20	HAO:0000260	dorsal metafurcal lamella
10	80	20	HAO:0000261	dorsal metapleural area
20	80	20	HAO:0000262	dorsal pharyngeal dilatator
30	80	20	HAO:0000263	dorsal plate
40	80	20	HAO:0000264	dorsal premental adductor
50	80	20	HAO:0000265	dorsal profurcal lamella
60	80	20	HAO:0000266	dorsal profurco-postoccipital muscle
70	80	20	HAO:0000267	dorsal pronotal area
80	80	20	HAO:0000268	dorsal pronotal corner
90	80	20	HAO:0000269	dorsal pronotal inflection
100	80	20	HAO:0000270	dorsal propleural area
110	80	20	HAO:0000271	dorsal propleural ridge
120	80	20	HAO:0000272	dorsal propodeal inflection
130	80	20	HAO:0000273	dorsal rod
10	90	20	HAO:0000274	dorsal premento-salivarial muscle
20	90	20	HAO:0000275	dorsal tentorial arm
30	90	20	HAO:0000276	dorsal tooth of mandible
40	90	20	HAO:0000277	dorso-pleural line
50	90	20	HAO:0000278	dorsolateral cupulo-gonostyle/volsella complex muscle
60	90	20	HAO:0000279	dorsomedial cupulo-gonostyle/volsella complex muscle
70	90	20	HAO:0000280	dorsope
80	90	20	HAO:0000281	dorsum
90	90	20	HAO:0000282	duct
100	90	20	HAO:0000283	ductus ejaculatorius
110	90	20	HAO:0000284	ectophallus
120	90	20	HAO:0000285	edge
130	90	20	HAO:0000286	egg
10	100	20	HAO:0000287	anellus
20	100	20	HAO:0000288	empodium
30	100	20	HAO:0000289	encircling groove
40	100	20	HAO:0000290	endocuticle
50	100	20	HAO:0000291	endophallus
60	100	20	HAO:0000292	epicnemial carina
70	100	20	HAO:0000293	epicnemial pit
80	100	20	HAO:0000294	epicnemium
90	100	20	HAO:0000295	epicoxal lobe
100	100	20	HAO:0000296	epicoxal sulcus
110	100	20	HAO:0000297	epicranial suture
120	100	20	HAO:0000298	epidermis
130	100	20	HAO:0000299	epimeron
10	110	20	HAO:0000300	epipharyngeal wall
20	110	20	HAO:0000301	epipharynx
30	110	20	HAO:0000302	epipygium
40	110	20	HAO:0000303	episternum
50	110	20	HAO:0000304	epistomal declivity
60	110	20	HAO:0000305	epistomal ridge
70	110	20	HAO:0000306	epistomal sulcus
80	110	20	HAO:0000307	epomial carina
90	110	20	HAO:0000308	ergot
100	110	20	HAO:0000309	eusternum
110	110	20	HAO:0000310	evaporatorium
120	110	20	HAO:0000311	exocuticle
130	110	20	HAO:0000312	external male genitalia
10	120	20	HAO:0000313	external paramera
20	120	20	HAO:0000314	premento-palpal muscle
30	120	20	HAO:0000315	exuvia
40	120	20	HAO:0000316	face
50	120	20	HAO:0000317	facial fovea
60	120	20	HAO:0000318	facial orbit
70	120	20	HAO:0000319	facial pit
80	120	20	HAO:0000320	facial sulcus
90	120	20	HAO:0000321	fascia
100	120	20	HAO:0000322	felt field
110	120	20	HAO:0000323	felt line
120	120	20	HAO:0000324	female genitalia
130	120	20	HAO:0000325	femoral depression
10	130	20	HAO:0000326	femoral groove
20	130	20	HAO:0000327	femur
30	130	20	HAO:0000328	fibula ducti
40	130	20	HAO:0000329	first abdominal spiracle
50	130	20	HAO:0000330	first axillary sclerite
60	130	20	HAO:0000331	first median plate
70	130	20	HAO:0000332	first mesopleuro-mesonotal muscle
80	130	20	HAO:0000333	first phragmo-postoccipital muscle
90	130	20	HAO:0000334	first phragmo-propleural muscle
100	130	20	HAO:0000335	first phragmo-second phragmal muscle
110	130	20	HAO:0000336	distal gonostyle/volsella complex-harpal muscle
120	130	20	HAO:0000337	first subdiscal
130	130	20	HAO:0000338	first valvifer
10	10	30	HAO:0000339	first valvula
20	10	30	HAO:0000340	fissure
30	10	30	HAO:0000341	flabellum
40	10	30	HAO:0000342	flagellomere
50	10	30	HAO:0000343	flagellum
60	10	30	HAO:0000344	flange
70	10	30	HAO:0000345	foramen
80	10	30	HAO:0000346	foramen genitale
90	10	30	HAO:0000347	occipital foramen
100	10	30	HAO:0000348	fore coxa
110	10	30	HAO:0000349	fore leg
120	10	30	HAO:0000350	fore tibia
130	10	30	HAO:0000351	fore wing
10	20	30	HAO:0000352	forewing
20	20	30	HAO:0000353	fossa
30	20	30	HAO:0000354	frenal line
40	20	30	HAO:0000355	frenum
50	20	30	HAO:0000356	frontal line
60	20	30	HAO:0000357	frontal orbit
70	20	30	HAO:0000358	frontal patch
80	20	30	HAO:0000359	frontal scrobe
90	20	30	HAO:0000360	frontal suture
100	20	30	HAO:0000361	functional mouth
110	20	30	HAO:0000362	funicle
120	20	30	HAO:0000363	funicle segment
130	20	30	HAO:0000364	furca
10	30	30	HAO:0000365	furcal arm
20	30	30	HAO:0000366	furcal pit
30	30	30	HAO:0000367	furcasternum
40	30	30	HAO:0000368	galea
50	30	30	HAO:0000369	gaster
60	30	30	HAO:0000370	gastrocoelus
70	30	30	HAO:0000371	gena
80	30	30	HAO:0000372	genal bridge
90	30	30	HAO:0000373	genal patch
100	30	30	HAO:0000374	genitalia
110	30	30	HAO:0000375	gland
120	30	30	HAO:0000376	glossa
130	30	30	HAO:0000377	premento-glossal muscle
10	40	30	HAO:0000378	glymma
20	40	30	HAO:0000379	gonad
30	40	30	HAO:0000380	gonocondyle
40	40	30	HAO:0000381	gonoforceps
50	40	30	HAO:0000382	gonomacula
60	40	30	HAO:0000383	gonopod
70	40	30	HAO:0000384	gonossiculo-phallotremal muscle
80	40	30	HAO:0000385	gonossiculus
90	40	30	HAO:0000386	gonostipes
100	40	30	HAO:0000387	gonostipital arm
110	40	30	HAO:0000388	gonostipo-volsellal muscle
120	40	30	HAO:0000389	gonostyle
130	40	30	HAO:0000390	gradulus
10	50	30	HAO:0000391	gula
20	50	30	HAO:0000392	gular ridge
30	50	30	HAO:0000393	gular sulcus
40	50	30	HAO:0000394	hamulus
50	50	30	HAO:0000395	harpe
60	50	30	HAO:0000396	harpo-gonomaculal muscle
70	50	30	HAO:0000397	head
80	50	30	HAO:0000398	head capsule
90	50	30	HAO:0000399	hind leg
100	50	30	HAO:0000400	hind wing
110	50	30	HAO:0000401	hindwing
120	50	30	HAO:0000402	median complex
130	50	30	HAO:0000403	humeral plate
10	60	30	HAO:0000404	humeral sclerite of the metanotum
20	60	30	HAO:0000405	hymenopteran
30	60	30	HAO:0000406	hyperoccipital carina
40	60	30	HAO:0000407	hypoclypeal depression
50	60	30	HAO:0000408	hypopharyngeal rod
60	60	30	HAO:0000409	hypopharynx
70	60	30	HAO:0000410	hypopygium
80	60	30	HAO:0000411	hypostoma
90	60	30	HAO:0000412	hypostomal bridge
100	60	30	HAO:0000413	hypostomal carina
110	60	30	HAO:0000414	hypostomal sulcus
120	60	30	HAO:0000415	hypostomal suture
130	60	30	HAO:0000416	hypostomal tooth
10	70	30	HAO:0000417	impression
20	70	30	HAO:0000418	inflection
30	70	30	HAO:0000419	inner orbit
40	70	30	HAO:0000420	integrated tarsal plantula
50	70	30	HAO:0000421	integument
60	70	30	HAO:0000422	interantennal process
70	70	30	HAO:0000423	interantennal process
80	70	30	HAO:0000424	interantennal prominence
90	70	30	HAO:0000425	interaxillar sulcus
100	70	30	HAO:0000426	intercoxal space
110	70	30	HAO:0000427	internal male genitalia
120	70	30	HAO:0000428	internal metanotal ridge
130	70	30	HAO:0000429	interocellar pit
10	80	30	HAO:0000430	interocellar space
20	80	30	HAO:0000431	interommatidial seta
30	80	30	HAO:0000432	interorbital space
40	80	30	HAO:0000433	interpenisvalval muscle
50	80	30	HAO:0000434	intersegmental membrane
60	80	30	HAO:0000435	intersegmental membrane-mesobasalar muscle
70	80	30	HAO:0000436	intersegmentalia
80	80	30	HAO:0000437	intersternite
90	80	30	HAO:0000438	interstice
100	80	30	HAO:0000439	intertorular carina
110	80	30	HAO:0000440	intervalvula
120	80	30	HAO:0000441	intervolsellal muscle
130	80	30	HAO:0000442	intrinsic muscle of the 9th sternum
10	90	30	HAO:0000443	intrinsic muscle of the gonostipes
20	90	30	HAO:0000444	intrinsic palpal muscle
30	90	30	HAO:0000445	jugal region
40	90	30	HAO:0000446	juxtantennal carina
50	90	30	HAO:0000447	kleisiades
60	90	30	HAO:0000448	labial endite
70	90	30	HAO:0000449	labial gland
80	90	30	HAO:0000450	labial palp
90	90	30	HAO:0000451	labial suture
100	90	30	HAO:0000452	labiomaxillary complex
110	90	30	HAO:0000453	labium
120	90	30	HAO:0000454	labral compressor
130	90	30	HAO:0000455	labral seta
10	100	30	HAO:0000456	labrum
20	100	30	HAO:0000457	lacinial lobe
30	100	30	HAO:0000458	lamella
40	100	30	HAO:0000459	larva
50	100	30	HAO:0000460	larval abdomen
60	100	30	HAO:0000461	larval head
70	100	30	HAO:0000462	larval tagma
80	100	30	HAO:0000463	larval thorax
90	100	30	HAO:0000464	lateral S9-cupulal muscle
100	100	30	HAO:0000465	lateral apodeme
110	100	30	HAO:0000466	lateral area of the mesoscutum
120	100	30	HAO:0000467	lateral articular process
130	100	30	HAO:0000468	lateral axillar area
10	110	30	HAO:0000469	lateral bar of the mesoscutellum
20	110	30	HAO:0000470	lateral basisternal projection
30	110	30	HAO:0000471	lateral carina of abdominal tergite 3
40	110	30	HAO:0000472	lateral gonostyle/volsella complex-penisvalval muscle
50	110	30	HAO:0000473	median gonostyle/volsella complex-volsella muscle
60	110	30	HAO:0000474	lateral margin of mesoscutum
70	110	30	HAO:0000475	lateral mesofurcal arm
80	110	30	HAO:0000476	lateral mesofurco-mesotrochanteral muscle
90	110	30	HAO:0000477	lateral mesoscutellar spine
100	110	30	HAO:0000478	lateral metapleuro-metacoxal muscle
110	110	30	HAO:0000479	lateral neck plate
120	110	30	HAO:0000480	lateral ocellar line
130	110	30	HAO:0000481	lateral ocellus
10	120	30	HAO:0000482	lateral profurco-procoxal muscle
20	120	30	HAO:0000483	lateral pronotal area
30	120	30	HAO:0000484	lateral propleural area
40	120	30	HAO:0000485	lateral propodeal area
50	120	30	HAO:0000486	lateral propodeal carina
60	120	30	HAO:0000487	lateral scutellar keel
70	120	30	HAO:0000488	lateral scutellar pit
80	120	30	HAO:0000489	lateral suspensor of the mouth
90	120	30	HAO:0000490	laterocervico-procoxal muscle
100	120	30	HAO:0000491	laterope
110	120	30	HAO:0000492	laterophragma
120	120	30	HAO:0000493	laterotergite
130	120	30	HAO:0000494	leg
10	130	30	HAO:0000495	leg segment
20	130	30	HAO:0000496	ligula
30	130	30	HAO:0000497	longitudinal carina of the propleuron
40	130	30	HAO:0000498	longitudinal line of the dorsal profurcal lamella
50	130	30	HAO:0000499	longitudinal metacoxal carina
60	130	30	HAO:0000500	longitudinal muscle of the sucking pump
70	130	30	HAO:0000501	longitudinal vein
80	130	30	HAO:0000502	lower face
90	130	30	HAO:0000503	malar line
100	130	30	HAO:0000504	malar sulcus
110	130	30	HAO:0000505	male genitalia
120	130	30	HAO:0000506	mandible
130	130	30	HAO:0000507	mandibular adductor muscle apodeme
10	10	40	HAO:0000508	mandibular condyle
20	10	40	HAO:0000509	mandibular gland
30	10	40	HAO:0000510	margin
40	10	40	HAO:0000511	marginal cilia
50	10	40	HAO:0000512	marginal vein
60	10	40	HAO:0000513	maxilla
70	10	40	HAO:0000514	maxillary gland
80	10	40	HAO:0000515	maxillary palp
90	10	40	HAO:0000516	medial 9th sterno-cupulal muscle
100	10	40	HAO:0000517	gonostyle/volsella complex-gonossiculus muscle
110	10	40	HAO:0000518	medial propodeal furrow
120	10	40	HAO:0000519	medial vein
130	10	40	HAO:0000520	median area of the mesoscutum
10	20	40	HAO:0000521	median mesofurco-mesotrochanteral muscle
20	20	40	HAO:0000522	median mesoscutal line
30	20	40	HAO:0000523	median mesoscutal sulcus
40	20	40	HAO:0000524	median metapleuro-metacoxal muscle
50	20	40	HAO:0000525	median oblique line
60	20	40	HAO:0000526	median ocellus
70	20	40	HAO:0000527	median plate
80	20	40	HAO:0000528	median profurco-procoxal muscle
90	20	40	HAO:0000529	median propodeal carina
100	20	40	HAO:0000530	median propodeal keel
110	20	40	HAO:0000531	median sclerotized style
120	20	40	HAO:0000532	median sulcus of postgenal bridge
130	20	40	HAO:0000533	mediolateral S9-cupulal muscle
10	30	40	HAO:0000534	mentum
20	30	40	HAO:0000535	meron
30	30	40	HAO:0000536	mesepimeral inflection
40	30	40	HAO:0000537	mesepimeral ridge
50	30	40	HAO:0000538	mesepimeral sulcus
60	30	40	HAO:0000539	mesepimeron
70	30	40	HAO:0000540	mesepisternal groove
80	30	40	HAO:0000541	mesepisternum
90	30	40	HAO:0000542	mesobasalare
100	30	40	HAO:0000543	mesocoxal depression
110	30	40	HAO:0000544	mesocoxo-mesosubalar muscle
120	30	40	HAO:0000545	mesodiscrimen
130	30	40	HAO:0000546	mesodiscrimenal lamella
10	40	40	HAO:0000547	mesofurca
20	40	40	HAO:0000548	mesofurcal bridge
30	40	40	HAO:0000549	mesofurcal pit
40	40	40	HAO:0000550	mesofurco-mesocoxal muscle
50	40	40	HAO:0000551	mesofurco-mesolaterophragmal muscle
60	40	40	HAO:0000552	mesofurco-metabasalar muscle
70	40	40	HAO:0000553	mesometapleural sulcus
80	40	40	HAO:0000554	mesometapleural suture
90	40	40	HAO:0000555	mesometapleuron
100	40	40	HAO:0000556	mesonotum
110	40	40	HAO:0000557	mesopectus
120	40	40	HAO:0000558	mesophragma
130	40	40	HAO:0000559	mesopleural carina
10	50	40	HAO:0000560	mesopleural epicoxal sulcus
20	50	40	HAO:0000561	mesopleural pit
30	50	40	HAO:0000562	mesopleural triangle
40	50	40	HAO:0000563	mesopleuro-mesobasalar muscle
50	50	40	HAO:0000564	mesopleuro-mesocoxal muscle
60	50	40	HAO:0000565	mesopleuro-third axillary sclerite of hind wing muscle
70	50	40	HAO:0000566	mesopleuron
80	50	40	HAO:0000567	mesopostnotum
90	50	40	HAO:0000568	mesopostscutellum
100	50	40	HAO:0000569	mesoscutal humeral sulcus
110	50	40	HAO:0000570	mesoscutal suprahumeral sulcus
120	50	40	HAO:0000571	mesoscutellar appendage
130	50	40	HAO:0000572	mesoscutellar-axillar complex
10	60	40	HAO:0000573	mesoscutello-metanotal muscle
20	60	40	HAO:0000574	mesoscutellum
30	60	40	HAO:0000575	mesoscutum
40	60	40	HAO:0000576	mesosoma
50	60	40	HAO:0000577	mesospinasterno-metafurcal muscle
60	60	40	HAO:0000578	mesosterno-mesocoxal muscle
70	60	40	HAO:0000579	mesosterno-procoxal muscle
80	60	40	HAO:0000580	mesosternum
90	60	40	HAO:0000581	mesosubalare
100	60	40	HAO:0000582	anterior thoracic spiracle
110	60	40	HAO:0000583	mesothorax
120	60	40	HAO:0000584	mesotrochantin
130	60	40	HAO:0000585	mesotrochantinal plate
10	70	40	HAO:0000586	metabasalare
20	70	40	HAO:0000587	metacoxa
30	70	40	HAO:0000588	metacoxal depression
40	70	40	HAO:0000589	metacoxo-metasubalar muscle
50	70	40	HAO:0000590	metadiscrimen
60	70	40	HAO:0000591	metadiscrimenal lamella
70	70	40	HAO:0000592	metafurca
80	70	40	HAO:0000593	metafurcal arm
90	70	40	HAO:0000594	metafurcal pit
100	70	40	HAO:0000595	metafurco-mesofurcal
110	70	40	HAO:0000596	metafurco-metacoxal muscle
120	70	40	HAO:0000597	metafurco-metatrochanteral muscle
130	70	40	HAO:0000598	metafurco-second abdominal sternal muscle
10	80	40	HAO:0000599	metanotal spine
20	80	40	HAO:0000600	metanotal trough
30	80	40	HAO:0000601	metanotal-propodeal sulcus
40	80	40	HAO:0000602	metanoto-metatrochanteral muscle
50	80	40	HAO:0000603	metanotum
60	80	40	HAO:0000604	metapectal-propodeal complex
70	80	40	HAO:0000605	metapectus
80	80	40	HAO:0000606	metaphragma
90	80	40	HAO:0000607	metapleural apodeme
100	80	40	HAO:0000608	metapleural arm
110	80	40	HAO:0000609	metapleural carina
120	80	40	HAO:0000610	metapleural epicoxal carina
130	80	40	HAO:0000611	metapleural epicoxal sulcus
10	90	40	HAO:0000612	metapleural pit
20	90	40	HAO:0000613	metapleural ridge
30	90	40	HAO:0000614	metapleural sulcus
40	90	40	HAO:0000615	metapleural triangle
50	90	40	HAO:0000616	metapleuro-metabasalar muscle
60	90	40	HAO:0000617	metapleuro-metanotal muscle
70	90	40	HAO:0000618	metapleuro-metasubalar muscle
80	90	40	HAO:0000619	metapleuro-metatrochanteral muscle
90	90	40	HAO:0000620	metapleuro-third axillary sclerite of hind wing muscle
100	90	40	HAO:0000621	metapleuron
110	90	40	HAO:0000622	metapostnotum
120	90	40	HAO:0000623	metascutellar arm
130	90	40	HAO:0000624	metascutellar carina
